SOUP,CRM OF MUSHROOM,LO NA,RTS,CND	100	53	3.7	4.53	1
POTATO SOUP,INST,DRY MIX	100	343	3.1	76.14	9.2
SOUP,CHICK BROTH,LO NA,CND	100	16	0.6	1.2	2
SAUCE,WORCESTERSHIRE	100	78	0	19.46	0
SAUCE,TOMATO CHILI SAU,BTLD,W/SALT	100	104	0.3	19.79	2.5
SAUCE,TOMATO CHILI SAU,BTLD,NO SALT,LO NA	100	104	0.3	28.73	2.5
SOUP,VEG CHICK,CND,PREP W/ H2O,LO NA	100	69	2	8.76	5.1
SAUCE,BARBECUE,LO NA	100	150	0.29	36.25	0
SAUCE,PASTA,SPAGHETTI/MARINARA,RTS,LO NA	100	87	2.69	13.76	1.78
GRAVY,MEAT OR POULTRY,LO NA,PREP	100	53	2.4	6.16	3.8
SOUP,BF & MUSHROOM,LO NA,CHUNK STYLE	100	69	2.3	9.58	4.3
ADOBO FRESCO	100	271	20.9	18.6	2
SOUP,BF STROGANOFF,CND,CHUNKY STYLE,RTS	100	98	4.6	9	5.1
SOUP,BOUILLON CUBES&GRANULES,LO NA,DRY	100	438	13.89	64.88	16.7
SOUP,RAMEN NOODLE,BF FLAVOR,DRY	100	436	15.71	63.27	10.29
SOUP,RAMEN NOODLE,CHICK FLAVOR,DRY	100	437	15.55	63.57	10.66
SOUP,SWANSON CHICK BROTH 99% FAT FREE	100	4	0.17	0.14	0.54
GRAVY,HEINZ HOME STYLE SAVORY BF GRAVY	100	39	1.13	6.24	1.09
CAMPBELL SOUP COMPANY,HEALTHY REQUEST,CHICK NOODLE SOUP,COND	100	48	1.59	6.35	2.38
CAMPBELL SOUP COMPANY,HEALTHY REQUEST,CRM OF CELERY,COND	100	54	1.61	9.68	0.81
CAMPBELL SOUP COMPANY,HEALTHY REQUEST,CRM OF MUSHROOM ,COND	100	56	1.61	8.06	1.61
CAMPBELL SOUP,HEALTHY REQUEST,HOMESTYL CHICK NOODLE,COND	100	48	1.59	6.35	2.38
CAMPBELL SOUP COMPANY,HEALTHY REQUEST,MINESTRONE SOUP,COND	100	67	0.42	12.5	2.5
CAMPBELL SOUP COMPANY,HEALTHY REQUEST,TOMATO SOUP,COND	100	73	1.21	13.71	1.61
CAMPBELL SOUP COMPANY,HEALTHY REQUEST,VEG SOUP,COND	100	79	0.79	15.08	3.17
CAMPBELL SOUP,PREGO PASTA,CHUNKY GARDEN COMB ITALIAN SAU,RTS	100	69	1.15	13.08	1.54
CAMPBELL,PREGO PASTA,CHNKY GRDN TMTO,ON & GRLIC ITAL SAU,RTS	100	72	2.4	10.4	1.6
CAMPBELL SOUP COMPANY,CAMPBELL'S AU JUS GRAVY	100	8	0	0	1.69
CAMPBELL SOUP COMPANY,CAMPBELL'S BF GRAVY	100	42	1.69	5.08	1.69
CAMPBELL SOUP COMPANY,CAMPBELL'S BROWN GRAVY W/ ONIONS	100	42	1.69	6.78	0
CAMPBELL SOUP COMPANY,CAMPBELL'S CHICK GRAVY	100	68	5.08	5.08	0
BARBECUE LOAF,PORK,BEEF	100	173	8.9	6.4	15.84
BEERWURST,BEER SALAMI,PORK & BF	100	277	22.53	3.76	14
BEERWURST,BEER SALAMI,PORK	100	238	18.8	2.06	14.24
SAUSAGE  BERLINER  PORK  BF	100	230	17.2	2.59	15.27
BLOOD SAUSAGE	100	379	34.5	1.29	14.6
BOCKWURST  PORK  VEAL  RAW	100	301	25.87	2.95	14.03
BOLOGNA,BF	100	311	28.19	3.98	10.27
BOLOGNA,BF & PORK	100	308	24.59	5.49	15.2
BOLOGNA,PORK	100	247	19.87	0.73	15.3
BOLOGNA  TURKEY	100	209	16.05	4.68	11.42
BRATWURST,PORK,CKD	100	333	29.18	2.85	13.72
BRAUNSCHWEIGER (A LIVER SAUSAGE),PORK	100	327	28.5	3.1	14.5
BROTWURST,PORK,BF,LINK	100	323	27.8	2.93	14.3
CHEESEFURTER,CHS SMOKIE,PORK,BF	100	328	29	1.37	14.1
CHICKEN ROLL  LT MEAT	100	110	2.73	4.66	16.64
CHICKEN SPRD	100	158	17.56	4.05	18.01
CHORIZO,PORK AND BEEF	100	455	38.27	1.86	24.1
CORNED BEEF LOAF,JELLIED	100	153	6.1	0	22.9
DUTCH BRAND LOAF,CHICK,PORK & BF	100	273	22.91	3.93	12
FRANKFURTER  BF	100	330	29.57	4.06	11.24
FRANKFURTER  BF & PORK	100	305	27.64	1.72	11.53
FRANKFURTER,CHICK	100	223	16.19	2.74	15.51
FRANKFURTER,TURKEY	100	223	17.29	3.81	12.23
HAM,CHOPPED,CANNED	100	239	18.83	0.26	16.06
HAM,CHOPPED,NOT CANNED	100	180	10.3	4.2	16.5
HAM,SLICED,EX LN	100	107	2.59	0.75	18.85
HAM,SLICED,REG (APPROX 11% FAT)	100	163	8.6	3.83	16.6
HAM,MINCED	100	263	20.68	1.84	16.28
HAM SALAD SPREAD	100	216	15.53	10.64	8.68
HAM&CHS LOAF OR ROLL	100	241	18.7	4	13.6
HAM AND CHEESE SPREAD	100	245	18.53	2.28	16.18
HEADCHEESE,PORK	100	157	10.9	0	13.83
HONEY LOAF  PORK  BF	100	125	4.47	9.98	11.12
SAUSAGE,ITALIAN,PORK,RAW	100	346	31.33	0.65	14.25
KIELBASA,KOLBASSY,PORK,BF,NONFAT DRY MILK	100	309	27.29	2.81	12.23
KNACKWURST  KNOCKWURST  PORK  BF	100	307	27.7	3.2	11.1
LEBANON BOLOGNA  BF	100	172	10.44	0.44	19.03
LIVER CHEESE,PORK	100	304	25.6	2.1	15.2
LIVER SAUSAGE,LIVERWURST,PORK	100	326	28.5	2.2	14.1
LUNCHEON MEAT,BEEF,LOAVED	100	308	26.2	2.9	14.4
LUNCHEON MEAT,BF,THIN SLICED	100	117	3.4	2.59	17.94
USDA CMDTY,LUNCHEON MEAT,CND	100	189	12.77	1.04	17.5
LUNCHEON MEAT,PORK,CANNED	100	334	30.3	2.1	12.5
TURKEY BREAST,LO SALT,PREPACKAGED OR DELI,LUNCHEON MEAT	100	99	0.88	0	22.81
LUNCHEON MEAT,PORK,BEEF	100	353	32.16	2.33	12.59
MORTADELLA,BEEF,PORK	100	311	25.39	3.05	16.37
OLIVE LOAF,PORK	100	235	16.5	9.2	11.8
PASTRAMI,TURKEY	100	133	6.21	1.79	16.3
PATE,CHICKEN LIVER,CANNED	100	201	13.1	6.55	13.45
PATE,GOOSE LIVER,SMOKED,CND	100	462	43.84	4.67	11.4
PATE,LIVER,NOT SPECIFIED,CND	100	319	28	1.5	14.2
PEPPERED LOAF  PORK  BF	100	149	6.37	4.53	17.3
PEPPERONI,PORK,BEEF	100	494	43.98	0	22.68
PICKLE&PIMIENTO LOAF,PORK	100	225	15.95	8.46	11.23
POLISH SAUSAGE,PORK	100	326	28.72	1.63	14.1
LUXURY LOAF,PORK	100	141	4.8	4.9	18.4
MOTHER'S LOAF,PORK	100	282	22.3	7.53	12.07
PICNIC LOAF,PORK,BEEF	100	232	16.64	4.76	14.92
PORK SAUSAGE,FRSH,RAW	100	304	26.53	0	15.09
PORK SAUSAGE,FRSH,CKD	100	339	28.36	0	19.43
PORK&BF SAUSAGE,FRSH,CKD	100	396	36.25	2.7	13.8
TURKEY SAUSAGE,RED FAT,BROWN&SERVE,CKD	100	204	10.3	10.92	17
POULTRY SALAD SNDWCH SPRD	100	200	13.52	7.41	11.64
SALAMI  CKD  BF	100	261	22.2	1.9	12.6
SALAMI,CKD,BF&PORK	100	336	25.9	2.4	21.85
SALAMI,COOKED,TURKEY	100	172	9.21	1.55	19.3
SALAMI,DRY OR HARD,PORK	100	407	33.72	1.6	22.58
SALAMI,DRY OR HARD,PORK,BF	100	385	30.05	3.8	23.2
SANDWICH SPREAD,PORK,BEEF	100	235	17.34	11.94	7.66
SMOKED LINK SAUSAGE,PORK	100	307	28.23	0.18	11.98
SAUSAGE,SMOKED LINK SAUSAGE,PORK & BF	100	320	28.73	2.42	12
SMOKED LINK SAUSAGE,PORK&BF,FLR&NONFAT DRY MILK	100	268	21.43	3.96	13.97
SMOKED LINK SAUSAGE,PORK&BF,NONFAT DRY MILK	100	313	27.61	1.92	13.28
THURINGER,CERVELAT,SMMR SAUSAGE,BF,PORK	100	362	30.43	3.33	17.45
TURKEY BREAST MEAT	100	104	1.66	4.21	17.07
TURKEY HAM,CURED TURKEY THIGH MEAT	100	126	4.84	2.04	17.5
TURKEY ROLL,LIGHT MEAT	100	98	1.66	5.03	14.79
TURKEY ROLL,LT&DK MEAT	100	149	6.99	2.12	18.14
SAUSAGE,VIENNA,CND,CHICK,BF,PORK	100	230	19.4	2.6	10.5
HONEY ROLL SAUSAGE,BEEF	100	182	10.5	2.18	18.58
SAUSAGE,ITALIAN,PORK,CKD	100	344	27.31	4.27	19.12
LUNCHEON SAUSAGE,PORK&BF	100	260	20.9	1.58	15.38
NEW ENGLAND BRAND SAUSAGE,PORK,BF	100	161	7.58	4.83	17.27
OSCAR MAYER,BOLOGNA (CHICK,PORK,BF)	100	318	29.4	2.4	10.9
OSCAR MAYER,BOLOGNA (BEEF)	100	316	29.1	2.45	11.05
OSCAR MAYER,BOLOGNA (BEEF LIGHT)	100	200	14.5	5.6	11.75
OSCAR MAYER,BOLOGNA (FAT FREE)	100	79	0.6	6	12.6
OSCAR MAYER  BOLOGNA LIGHT (PORK  CHICK  BEEF)	100	202	14.75	5.7	11.5
OSCAR MAYER. BOLOGNA (WISCONSIN MADE RING)	100	313	28.4	2.6	11.8
OSCAR MAYER,BRAUNSCHWEIGER LIVER SAUSAGE (SLICED)	100	331	29.35	2.6	14.25
OSCAR MAYER,BRAUNSCHWEIGER LIVER SAUSAGE (SAREN TUBE)	100	341	30.6	2.3	14.2
OSCAR MAYER  CHICKEN BREAST (HONEY GLAZED)	100	109	1.5	3.95	19.85
OSCAR MAYER,CHICK BREAST (OVEN RSTD,FAT FREE)	100	85	0.6	1.7	18.3
OSCAR MAYER  HAM & CHEESE LOAF	100	234	18.2	3.75	13.85
OSCAR MAYER,HAM (CHOPPED W/ NAT JUICE)	100	180	11.15	3.65	16.3
OSCAR MAYER  HAM (WATER ADDED  BKD CKD 96% FAT FREE)	100	104	3.52	1.83	16.3
OSCAR MAYER,HAM (H2O ,BLD)	100	104	3.7	1.2	16.6
OSCAR MAYER,HAM (H2O ,HONEY)	100	111	3.5	3.1	16.7
OSCAR MAYER,HAM (H2O ,SMOKED,CKD)	100	99	3.6	0.1	16.6
OSCAR MAYER,HAM (40%HAM/WATER PRODUCT,SMOKED,FAT FREE)	100	72	0.7	1.9	14.6
OSCAR MAYER,HEAD CHEESE	100	185	13.5	0	15.7
OSCAR MAYER,LIVER CHS,PORK FAT WRAPPED	100	313	26.4	2.6	15.2
OSCAR MAYER,LUNCHEON LOAF (SPICED)	100	234	16.9	7	13.5
OSCAR MAYER,OLD FASHIONED LOAF	100	231	16.3	8	13.1
OSCAR MAYER,OLIVE LOAF (CHICK,PORK,TURKEY)	100	263	21.8	6.9	9.9
OSCAR MAYER,PICKLE PIMIENTO LOAF (W/CHICK)	100	269	21.6	9.1	9.6
OSCAR MAYER,PORK SAUSAGE LINKS (CKD)	100	343	30.5	1	16.3
OSCAR MAYER,SALAMI BF COTTO	100	206	15.7	1.9	14.2
OSCAR MAYER,SALAMI COTTO (BF,PORK,CHICK)	100	245	20.3	2.2	13.4
OSCAR MAYER,SALAMI (FOR BEER)	100	225	18.2	1.9	13.5
OSCAR MAYER,SALAMI (GENOA)	100	388	33.3	1.2	20.7
OSCAR MAYER,SALAMI (HARD)	100	368	28.7	1.6	25.9
OSCAR MAYER,SNDWCH SPRD (PORK,CHICK,BF)	100	237	16.6	15.4	6.5
OSCAR MAYER,SMOKIE LINKS SAUSAGE	100	302	27.3	1.7	12.4
OSCAR MAYER  SMOKIES (BEEF)	100	296	26.65	1.95	12.25
OSCAR MAYER,SMOKIES (CHS)	100	303	27.1	1.8	12.9
OSCAR MAYER,SMOKIES SAUSAGE LITTLE (PORK,TURKEY)	100	301	27.1	1.8	12.4
OSCAR MAYER,SMOKIES SAUSAGE LITTLE CHS (PORK,TURKEY)	100	315	28.2	1.7	13.5
OSCAR MAYER,SMMR SAUSAGE BF THURINGER CERVELAT	100	309	27	1.9	14.6
OSCAR MAYER,SMMR SAUSAGE THURINGER CERVALAT	100	304	26.7	0.9	14.9
OSCAR MAYER,TURKEY BREAST (SMOKED,FAT FREE)	100	80	0.6	3.6	14.9
OSCAR MAYER,WIENERS (PORK,TURKEY)	100	327	29.9	2.7	10.95
OSCAR MAYER,WIENERS (BEEF FRANKS)	100	327	30.26	2.35	11.35
OSCAR MAYER  WIENERS (BEEF FRANKS  BUN LENGTH)	100	324	30.1	2.65	11.1
OSCAR MAYER,WIENERS (BEEF FRANKS,FAT FREE)	100	78	0.5	5.1	13.2
OSCAR MAYER,WIENERS (BEEF FRANKS,LIGHT)	100	193	14.9	4.1	10.7
OSCAR MAYER,WIENERS (CHEESE HOT DOGS W/ TURKEY)	100	318	28.7	2.8	12
OSCAR MAYER,WIENERS (FAT FREE HOT DOGS)	100	73	0.6	4.3	12.6
OSCAR MAYER,WIENERS (LIGHT PORK,TURKEY,BEEF)	100	194	14.9	2.8	12.1
OSCAR MAYER,WIENERS LITTLE (PORK,TURKEY)	100	311	28.7	2.3	10.9
LOUIS RICH,CHICK BREAST CLASSIC BKD /GRILL (CARVING BOARD)	100	98	0.5	3.7	19.7
LOUIS RICH,CHICK BREAST (OVEN RSTD DELUXE)	100	101	2	2.5	18.3
LOUIS RICH,CHICK (WHITE,OVEN RSTD)	100	128	5.6	2.3	17
LOUIS RICH,FRANKS (TURKEY & CHICK CHEESE)	100	201	14.5	5.1	12.7
LOUIS RICH,FRANKS (TURKEY & CHICKEN)	100	188	13.5	5.3	11.2
LOUIS RICH  TURKEY BACON	100	250	20.3	1.7	15.1
LOUIS RICH,TURKEY BOLOGNA	100	184	13.2	4.85	11.3
LOUIS RICH,TURKEY BREAST & WHITE TURKEY (OVEN ROASTED)	100	99	2	3.25	17.1
LOUIS RICH,TURKEY BREAST&WHITE TURKEY (SMOKED SLICED)	100	100	2.3	2.4	17.6
LOUIS RICH,TURKEY (HONEY RSTD,FAT FREE)	100	102	0.8	4.5	19.3
LOUIS RICH,TURKEY BREAST (OVEN RSTD,FAT FREE)	100	84	0.7	4.5	15
LOUIS RICH,TURKEY BREAST (OVEN RSTD,PORTION FAT FREE)	100	90	0.7	1.9	19.1
LOUIS RICH,TURKEY BREAST (SMOKED,CARVING BOARD)	100	94	1	1.6	19.7
LOUIS RICH,TURKEY BREAST (SMOKED,PORTION FAT FREE)	100	93	0.8	2.2	19.3
LOUIS RICH,TURKEY HAM (10% H2O)	100	113	4.1	0.9	18.2
LOUIS RICH,TURKEY NUGGETS/STICKS (BREADED)	100	276	17.5	15.4	14.3
LOUIS RICH,TURKEY SALAMI	100	147	9.4	0.4	15.3
LOUIS RICH,TURKEY SALAMI COTTO	100	149	9.5	0.9	15
LOUIS RICH,TURKEY SMOKED SAUSAGE	100	161	9.9	3.15	14.8
BUTCHER BOY MEATS,INC.,TURKEY FRANKS	100	239	18.17	4.66	13.45
CARL BUDDIG,CKD CORNED BF,CHOPD,PRESSED	100	142	6.8	1	19.3
CARL BUDDIG,SMOKED SLICED CHICK,LT&DK MEAT	100	165	10.1	0.7	17.9
CARL BUDDIG,SMOKED SLICED BF	100	139	6.5	0.6	19.3
CARL BUDDIG,SMOKED SLICED TURKEY,LT&DK MEAT	100	160	9.1	1.8	17.5
CARL BUDDIG. CKD SMOKED BF PASTRAMI,CHOPD,PRESSED	100	141	6.5	1	19.6
CARL BUDDIG,SMOKED SLICED HAM	100	163	9.3	1.1	18.5
HORMEL SPAM  LUNCHEON MEAT  PORK W/ HAM  MINCED  CND	100	310	27.24	3.03	13.24
HORMEL SPAM,LT LUNCH MT,PORK & CHICK,MINCED,CND,VIT C ADDED	100	191	13.9	1.35	15.23
HORMEL PILLOW PAK SLICED TURKEY PEPPERONI	100	243	11.52	3.78	30.99
HORMEL WRANGLER BEEF FRANKS	100	290	25.69	2.11	12.58
TURKEY,PORK,&BF SAUSAGE,LOFAT,SMOKED	100	101	2.5	11.54	8
USDA COMMODITY,PORK,SAUSAGE,BULK/LINKS/PATTIES,FRZ,CKD	100	267	20.26	0	19.76
FRANKFURTER,BF,PORK,& TURKEY,FAT FREE	100	109	1.59	11.21	12.5
LUNCHEON MEAT,PORK,HAM,&CHICK,MINCD,CND,RED NA,VIT C, (SPAM)	100	293	25.1	3.4	12.5
USDA COMMODITY,PORK SAUSAGE,BULK/LINKS/PATTIES,FRZ,RAW	100	231	18.56	0	14.95
LUNCHEON MEAT,PORK W/HAM,MINCED,CND,INCL SPAM (HORMEL)	100	315	26.6	4.6	13.4
LUNCHEON MEAT,PORK&CHICK,MINCED,CND,INCL SPAM LITE	100	196	13.9	1.35	15.23
BRATWURST  VEAL  CKD	100	341	31.7	0	13.99
LIVERWURST SPRD	100	305	25.45	5.89	12.38
ROAST BF SPRD	100	223	16.28	3.73	15.27
SALAMI  PORK  BF  LESS NA	100	396	30.5	15.38	15.01
SAUSAGE  ITALIAN  SWT  LINKS	100	149	8.42	2.1	16.13
SAUSAGE  POLISH  BF W/ CHICK  HOT	100	259	19.4	3.6	17.6
SAUSAGE  POLISH  PORK & BF  SMOKED	100	301	26.56	1.98	12.07
SAUSAGE  PORK & BF  W/ CHEDDAR CHS  SMOKED	100	296	25.84	2.13	12.89
SAUSAGE  SMMR  PORK & BF  STKS  W/ CHEDDAR CHS	100	426	37.91	1.82	19.43
SAUSAGE  TURKEY  BRKFST LINKS  MILD	100	235	18.09	1.56	15.42
SWISSWURST  PORK & BF  W/ SWISS CHS  SMOKED	100	307	27.37	1.6	12.69
BACON & BF STKS	100	517	44.2	0.8	29.1
BRATWURST  BF & PORK  SMOKED	100	297	26.34	2	12.2
BRATWURST,CHICK,CKD	100	176	10.35	0	19.44
BRATWURST  PORK  BF & TURKEY  LITE  SMOKED	100	186	13.53	1.62	14.45
PASTRAMI  BF  98% FAT-FREE	100	95	1.16	1.54	19.6
SALAMI  ITALIAN  PORK	100	425	37	1.2	21.7
SAUSAGE  ITALIAN  TURKEY  SMOKED	100	158	8.75	4.65	15.05
SAUSAGE  CHICK  BF  PORK  SKINLESS  SMOKED	100	216	14.3	8.1	13.6
SAUSAGE  TURKEY  HOT  SMOKED	100	158	8.75	4.65	15.05
YACHTWURST,W/ PISTACHIO NUTS,CKD	100	268	22.6	1.4	14.8
BEERWURST  PORK & BF	100	276	22.53	4.27	14
CHICKEN BREAST  FAT-FREE  MESQ FLAVOR  SLICED	100	80	0.39	2.25	16.8
CHICKEN BREAST  OVEN-ROASTED  FAT-FREE  SLICED	100	79	0.39	2.17	16.79
KIELBASA,POLISH,TURKEY & BF,SMOKED	100	226	17.6	3.9	13.1
OVEN-ROASTED CHICK BREAST ROLL	100	134	7.65	1.79	14.59
BOLOGNA  PORK & TURKEY  LITE	100	211	16.06	3.45	13.06
BOLOGNA  PORK  TURKEY & BF	100	336	29.25	6.66	11.56
HAM  HONEY  SMOKED  CKD	100	122	2.37	7.27	17.93
FRANKFURTER,PORK	100	269	23.68	0.28	12.81
MACARONI & CHS LOAF  CHICK  PORK & BF	100	228	14.96	11.63	11.76
SALAMI  ITALIAN  PORK & BF  DRY  SLICED  50% LESS NA	100	350	26.4	6.4	21.8
PATE  TRUFFLE FLAVOR	100	327	28.5	6.3	11.2
TURKEY,BREAST,SMOKED,LEMON PEPPER FLAVOR,97% FAT-FREE	100	95	0.69	1.31	20.9
TURKEY  WHITE  ROTISSERIE  DELI CUT	100	112	3	7.7	13.5
FRANKFURTER  BF  HTD	100	326	29.46	3.77	11.54
FRANKFURTER  MEAT  HTD	100	278	24.31	4.9	9.77
FRANKFURTER  MEAT	100	290	25.76	4.17	10.26
SCRAPPLE,PORK	100	213	13.87	14.06	8.06
BOLOGNA,CHICK,TURKEY,PORK	100	298	26.18	5.65	9.88
PORK SAUSAGE,PRE-COOKED	100	378	35.04	0	14.49
BEEF SAUSAGE,PRE-COOKED	100	405	37.57	0.03	15.5
TURKEY SAUSAGE,FRSH,RAW	100	155	8.08	0.47	18.79
BEEF SAUSAGE,FRSH,CKD	100	332	27.98	0.35	18.21
PORK & TURKEY SAUSAGE,PRE-COOKED	100	342	30.64	3.63	12.05
TURKEY SAUSAGE,FRSH,CKD	100	196	10.44	0	23.89
BOLOGNA,CHICK,PORK,BF	100	272	22.73	5.61	11.33
BOLOGNA,CHICK,PORK	100	336	30.61	4.19	10.31
CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN ORIGINAL	100	260	4.9	74.24	13.14
CEREALS RTE,POST,ALPHA-BITS	100	405	4.1	83.5	8.5
CEREALS RTE,KELLOGG,KELLOGG'S APPL JACKS	100	366	2	88	5
CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN BRAN BUDS	100	250	2.15	80	7
CEREALS RTE,QUAKER,CAP'N CRUNCH	100	402	5.89	84.78	4.37
CEREALS RTE,QUAKER,CAP'N CRUNCH W/ CRUNCHBERRIES	100	402	5.64	85.19	4.41
CEREALS RTE,QUAKER,CAP'N CRUNCH'S PNUT BUTTER CRUNCH	100	416	9.16	78.72	7.1
CEREALS RTE,GENERAL MILLS,CHEERIOS	100	367	5.9	74.68	11.33
CEREALS RTE,KELLOGG,KELLOGG'S COCOA KRISPIES	100	381	2.9	86.05	5.22
CEREALS RTE,POST,COCOA PEBBLES	100	398	4.2	87.9	3.5
CEREALS RTE,GENERAL MILLS,COOKIE CRISP	100	400	5	86.67	3.33
CEREALS RTE,QUAKER,QUAKER CRUNCHY BRAN	100	333	4.07	84.11	6.4
CEREALS RTE,GENERAL MILLS,CORN CHEX	100	367	1.67	85.06	6.67
CEREALS RTE,KELLOGG,KELLOGG'S CORN FLAKES	100	361	0.59	87.11	6.61
CEREALS RTE,CORN FLAKES,LO NA	100	399	0.3	88.8	7.7
CEREALS RTE,KELLOGG,KELLOGG'S CRACKLIN' OAT BRAN	100	402	13.9	71.8	8
CEREALS RTE,RALSTON CRISPY RICE	100	364	1.26	86.22	6.69
CEREALS RTE,GENERAL MILLS,WHEATIES RAISIN BRAN	100	333	1.7	81	7
CEREALS RTE,KELLOGG'S ALL-BRAN COMPLETE WHEAT FLAKES	100	318	2	79	10
CEREALS RTE,BRAN FLAKES,SINGLE BRAND	100	320	2.2	80.4	9.4
CEREALS RTE,KELLOGG,KELLOGG'S FROOT LOOPS	100	372	3.5	87	5
CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS,ORIGINAL	100	343	1.6	82	9
CEREALS RTE,KELLOGG,KELLOGG'S FRSTD RICE KRISPIES	100	384	0.9	89	5
CEREALS RTE,POST,FRUITY PEBBLES	100	401	3.9	87.9	3.6
CEREALS RTE,GENERAL MILLS,GOLDEN GRAHAMS	100	400	3.33	86.53	3.33
CEREALS RTE,GRANOLA,HOMEMADE	100	489	24.06	53.25	14.85
CEREALS RTE,POST,GRAPE-NUTS CRL	100	359	1.85	80.1	12.48
CEREALS RTE,WHEAT&MALT BARLEY FLAKES	100	365	2.9	81.5	10
CEREALS RTE,GENERAL MILLS,HONEY NUT CHEERIOS	100	393	5.36	77.33	10.71
CEREALS RTE,POST,HONEYCOMB CRL	100	395	2.1	88.9	5.2
CEREALS RTE,QUAKER,KING VITAMAN	100	386	3.47	85	6.54
CEREALS RTE,GENERAL MILLS,KIX	100	367	3.46	82.82	7.69
CEREALS RTE,QUAKER,QUAKER OAT LIFE,PLN	100	373	4.39	77.81	9.89
CEREALS RTE,GENERAL MILLS,LUCKY CHARMS	100	407	3.63	82.9	7.02
CEREALS RTE,POST,100% BRAN CRL	100	287	2.1	78.2	12.7
CEREALS RTE,QUAKER,100% NAT GRANOLA OATS & HONEY	100	429	12.86	72.64	10.38
CEREALS RTE,GENERAL MILLS,HONEY NUT CHEX	100	400	1.67	86	6.67
CEREALS RTE,KELLOGG,KELLOGG'S PRODUCT 19	100	333	1.4	83	7.7
CEREALS RTE,QUAKER,SWT CRUNCH/QUISP	100	405	6.07	85.03	4.5
CEREALS RTE,KELLOGG,KELLOGG'S RAISIN BRAN	100	322	2.19	77.36	8.59
CEREALS RTE,POST RAISIN BRAN CRL	100	317	2.5	76.84	9.33
CEREALS RTE,GENERAL MILLS,RICE CHEX	100	382	1.61	85.42	6.45
CEREALS RTE,KELLOGG,KELLOGG'S RICE KRISPIES	100	387	0.96	85.24	6.84
CEREALS RTE,QUAKER,QUAKER PUFFED RICE	100	383	0.9	87.77	7
CEREALS RTE,KELLOGG,KELLOGG'S SPL K	100	379	1.55	71	22.5
CEREALS RTE,KELLOGG,KELLOGG'S CORN POPS	100	378	0.75	90	3.7
CEREALS RTE,KELLOGG,KELLOGG'S FRSTD FLAKES	100	367	0.26	90.86	4.34
CEREALS RTE,KELLOGG,KELLOGG'S HONEY SMACKS	100	387	1.85	89	6.4
CEREALS RTE,POST,GOLDEN CRISP	100	398	1.4	90.9	5.5
CEREALS RTE,RALSTON TASTEEOS	100	398	5.97	74.22	11.83
CEREALS RTE,POST TOASTIES CORN FLAKES	100	360	0.1	86.7	6.7
CEREALS RTE,GENERAL MILLS,WHL GRAIN TOTAL	100	333	1.67	77.18	6.67
CEREALS RTE,GENERAL MILLS,TRIX	100	400	5	86.67	3.33
CEREALS RTE,WAFFELOS	100	405	4.2	86.3	5.6
CEREALS RTE,POST,HONEY NUT SHREDDED WHEAT	100	385	3.77	81.22	9.82
CEREALS RTE,GENERAL MILLS,WHEAT CHEX	100	360	2	81.09	10
CEREALS RTE,MALT-O-MEAL,CORN BURSTS	100	394	0.34	93.7	4
CEREALS RTE,WHEAT GERM,TSTD,PLN	100	382	10.7	49.6	29.1
CEREALS RTE,QUAKER,KRETSCHMER HONEY CRUNCH WHEAT GERM	100	372	7.78	58.11	26.55
CEREALS RTE,GENERAL MILLS,FRENCH TOAST CRUNCH	100	438	10.94	77.55	6.25
CEREALS RTE,GENERAL MILLS,MULTI-GRAIN CHEERIOS	100	379	3.45	83.34	6.9
CEREALS RTE,GENERAL MILLS,WHEATIES	100	367	3.33	80.77	10
CEREALS,CORN GRITS,WHITE,REG & QUICK,ENR,DRY	100	370	1.75	79.09	7.65
CEREALS,CORN GRITS,WHITE,REG & QUICK,ENR,CKD W/ H2O,WO/ SALT	100	71	0.46	14.76	1.71
CEREALS,QUAKER,CORN GRITS,INST,PLN,DRY	100	359	2.14	76.02	7.31
CEREALS,QUAKER,CORN GRITS,INST,PLN,PREP,WO/ SALT	100	76	0.49	15.95	1.58
CEREALS,QUAKER,CORN GRITS,INST,CHEDDAR CHS FLAVOR,DRY	100	366	5.97	73.08	8.37
CEREALS,QUAKER,CORN GRITS,INST,CHEDDAR CHS FLAVOR,PREP W/H2O	100	72	1.1	14.01	1.6
CEREALS,QUAKER,CORN GRITS,INST,W/IMITN BACON BITS,DRY	100	349	1.65	77.35	9.85
CEREALS,QUAKER,CRNGRIT,INST,CNTRYBCN(IMTATN BCN BIT)PRPW/H2O	100	69	0.33	14.61	1.92
CEREALS,CRM OF RICE,DRY	100	370	0.5	82.4	6.3
CEREALS,CRM OF RICE,CKD W/H2O,WO/SALT	100	52	0.1	11.4	0.9
CEREALS,CRM OF WHEAT,REG,10 MINUTE COOKING,DRY	100	370	1.5	76.5	10.5
CEREALS,CRM OF WHEAT,REG (10 MINUTE),CKD W/ H2O,WO/ SALT	100	50	0.21	10.52	1.44
CEREALS,FARINA,ENR,ASSORTED BRANDS,DRY	100	360	1.41	73.19	11.6
CEREALS,FARINA,ENR,ASSORTED BRANDS,QUICK,CKD W/ H2O,WO/ SALT	100	55	0.34	10.92	1.82
CEREALS,CREAM OF WHEAT,INST,DRY	100	366	1.4	75.5	10.6
